,owner,explore_level,exist,DFA,RR,inital_state,resource
55 61,0.0,40357.0,1.0,0.0,1.0,0.0,-1467048151.419488
55 62,0.0,40357.0,1.0,0.0,1.0,0.0,-1467048435.1699471
55 63,0.0,2.0,1.0,0.0,1.0,3.0,-1467042963.0122173
55 64,0.0,40357.0,1.0,0.0,1.0,0.0,-1467048151.419488
55 65,0.0,40357.0,0.0,1.0,1.0,1.0,-1458203663.4606137
55 66,0.0,40357.0,0.0,1.0,1.0,2.0,-1466972865.9129038
55 67,0.0,40357.0,1.0,0.0,1.0,0.0,-1464174365.37287
55 68,0.0,5912.0,1.0,0.0,1.0,0.0,-546723827.4921494
55 69,0.0,5912.0,1.0,0.0,1.0,1.0,-546723827.5575987
55 70,0.0,5912.0,1.0,0.0,1.0,0.0,-546723827.4921494
55 71,0.0,5912.0,1.0,0.0,1.0,0.0,-546719143.3247402
55 72,0.0,5912.0,1.0,0.0,1.0,0.0,-546727223.9765915
55 73,0.0,39324.0,0.0,1.0,1.0,0.0,-171692061865.86105
55 74,0.0,39324.0,1.0,0.0,1.0,3.0,-171692061862.60776
55 75,0.0,39324.0,0.0,1.0,1.0,0.0,-171692061865.60776
55 76,0.0,39324.0,0.0,1.0,1.0,1.0,-171692061850.19333
55 77,0.0,39324.0,0.0,1.0,1.0,4.0,-171692061847.19333
55 78,255,98,0,1,0,0,16380.66064193684
55 79,255,189,0,1,0,1,62595.16432535648
55 80,0.0,1325.0,0.0,1.0,1.0,2.0,-171328220893.449
55 81,0.0,39324.0,1.0,0.0,1.0,1.0,-171609696853.89758
55 82,0.0,39324.0,0.0,1.0,1.0,0.0,-171692112236.27966
55 83,0.0,39324.0,1.0,0.0,1.0,2.0,-171692111648.98422
55 84,0.0,39324.0,1.0,0.0,1.0,3.0,-171692112510.21835
55 85,0.0,39324.0,1.0,0.0,1.0,0.0,-171694574953.3938
55 86,0.0,39324.0,1.0,0.0,1.0,1.0,-171692112678.4362
55 87,0.0,39324.0,1.0,0.0,1.0,4.0,-171694873981.37692
55 88,0.0,39324.0,1.0,0.0,1.0,0.0,-171694851776.68484
55 89,0,0,1,0,0,1,1
55 90,0,0,1,0,0,0,0
55 91,0.0,39324.0,1.0,0.0,1.0,0.0,-171694861025.12558
55 92,0.0,39324.0,1.0,0.0,1.0,0.0,-171680034123.87717
55 93,0,0,1,0,0,0,0
55 94,0,0,1,0,0,3,3
55 95,0,0,1,0,0,1,1
55 96,0,0,1,0,0,1,1
55 97,0,0,1,0,0,1,1
55 98,0.0,2837.0,1.0,0.0,1.0,2.0,-25465464.47650204
55 99,0.0,2837.0,1.0,0.0,1.0,1.0,-26646022.975632038
56 0,0.0,40037.0,1.0,0.0,1.0,0.0,-1078129004346.08
56 1,0.0,40037.0,1.0,0.0,1.0,1.0,-1078129004344.9325
56 2,0.0,17308.0,0.0,1.0,1.0,0.0,-4814431731.664343
56 3,0.0,17308.0,1.0,0.0,1.0,2.0,-4814133283.974748
56 4,0.0,17308.0,0.0,1.0,1.0,1.0,-4810519957.07529
56 5,0.0,17308.0,1.0,0.0,1.0,0.0,-4814933160.212643
56 6,0.0,17308.0,1.0,0.0,1.0,0.0,-4815045679.07306
56 7,0.0,17308.0,1.0,0.0,1.0,4.0,-4815045677.061792
56 8,0.0,17308.0,1.0,0.0,1.0,1.0,-4810378481.675268
56 9,0,0,1,0,0,0,0
56 10,0.0,16745.0,1.0,0.0,1.0,1.0,-482317870.1943644
56 11,0.0,16745.0,1.0,0.0,1.0,1.0,-529455227.19305754
56 12,0.0,415.0,1.0,0.0,1.0,0.0,-505031210.2547804
56 13,0.0,415.0,1.0,0.0,1.0,1.0,-445042490.6417516
56 14,600,617,1,0,1,0,-445778918.789786
56 15,545,2025,1,0,0,1,6099516.304140732
56 16,545,2025,1,0,0,2,6097659.651937885
56 17,545,2025,1,0,0,3,6099534.051871017
56 18,545,2025,1,0,0,0,6100551.377186369
56 19,545,2025,1,0,0,0,6097657.651937885
56 20,545,2025,1,0,0,1,6099516.304140732
56 21,545,2025,1,0,0,0,6101018.92111514
56 22,545,2025,1,0,0,1,6281493.804389548
56 23,0,0,1,0,0,0,0
56 24,0.0,2498.0,1.0,0.0,1.0,0.0,-23157991.325725354
56 25,0.0,2498.0,1.0,0.0,1.0,3.0,-23177636.83156208
56 26,0.0,2498.0,1.0,0.0,1.0,1.0,-23088186.734189495
56 27,0,0,1,0,0,0,0
56 28,0.0,2498.0,1.0,0.0,1.0,0.0,-21579714.9281514
56 29,0.0,6216.0,1.0,0.0,1.0,1.0,-1056033007.7973492
56 30,0.0,6216.0,1.0,0.0,1.0,0.0,-1069093331.2519794
56 31,0.0,5990.0,0.0,1.0,1.0,0.0,-1525157907.40787
56 32,0.0,6216.0,1.0,0.0,1.0,0.0,-1045433514.6336603
56 33,0.0,2315.0,0.0,1.0,1.0,0.0,-17706130955.2683
56 34,0.0,35682.0,0.0,1.0,1.0,0.0,-18284023394.448627
56 35,0.0,18081.0,0.0,1.0,1.0,0.0,-76044297.64728302
56 36,419,3091,0,1,0,0,16243721.912903642
56 37,0.0,35682.0,1.0,0.0,1.0,1.0,-18272602313.487648
56 38,419,1732,0,1,0,1,6078084.135848218
56 39,419,3647,0,1,0,0,21662849.368710205
56 40,0.0,9337.0,1.0,0.0,1.0,1.0,-433549409.57143176
56 41,0.0,485.0,1.0,0.0,1.0,0.0,-235774200.20701864
56 42,0.0,10167.0,1.0,0.0,1.0,0.0,-237292822.09277952
56 43,0.0,10167.0,1.0,0.0,1.0,1.0,-97931291.59711477
56 44,0.0,10167.0,1.0,0.0,1.0,3.0,-237293365.1913174
56 45,0.0,10167.0,1.0,0.0,1.0,4.0,-237292959.5172573
56 46,0.0,1.0,1.0,0.0,1.0,1.0,-237292958.9514192
56 47,0.0,10167.0,1.0,0.0,1.0,1.0,-237164691.15664792
56 48,0.0,10167.0,1.0,0.0,1.0,2.0,-234953446.41372874
56 49,0.0,10167.0,1.0,0.0,1.0,0.0,-234347425.43704194
56 50,0.0,1.0,1.0,0.0,1.0,1.0,-12575402374.176453
56 51,0.0,12475.0,1.0,0.0,1.0,3.0,-12579809648.891048
56 52,0.0,12475.0,1.0,0.0,1.0,1.0,-12585675537.72752
56 53,0.0,12475.0,1.0,0.0,1.0,0.0,-12585654544.156113
56 54,0.0,12475.0,1.0,0.0,1.0,0.0,-12585638509.594042
56 55,0.0,12475.0,1.0,0.0,1.0,0.0,-12586321847.563921
56 56,0.0,12475.0,1.0,0.0,1.0,0.0,-12586321864.957714
56 57,0.0,12475.0,1.0,0.0,1.0,1.0,-12586321846.563921
56 58,0.0,12475.0,1.0,0.0,1.0,0.0,-12586320135.877773
56 59,0.0,40357.0,1.0,0.0,1.0,0.0,-1467048151.419488
56 60,0.0,40357.0,1.0,0.0,1.0,0.0,-1467048155.9703703
56 61,0.0,40357.0,1.0,0.0,1.0,0.0,-1467048434.6379461
56 62,0.0,40357.0,1.0,0.0,1.0,1.0,-1467048434.1699471
56 63,0.0,40357.0,1.0,0.0,1.0,1.0,-1467048466.953426
56 64,0.0,40357.0,1.0,0.0,1.0,0.0,-1467048435.5185938
56 65,0.0,40357.0,1.0,0.0,1.0,3.0,-1467048106.5918603
56 66,0.0,40357.0,1.0,0.0,1.0,4.0,-1467084772.0585876
56 67,0.0,40357.0,1.0,0.0,1.0,1.0,-1466862745.0435753
56 68,0.0,5912.0,1.0,0.0,1.0,0.0,-546723637.7256144
56 69,0.0,5912.0,1.0,0.0,1.0,0.0,-546723637.7256144
56 70,0.0,5912.0,1.0,0.0,1.0,0.0,-546722505.7398207
56 71,0.0,5912.0,1.0,0.0,1.0,0.0,-546717160.4364706
56 72,0.0,5912.0,1.0,0.0,1.0,0.0,-546726163.7743669
56 73,255,189,0,1,0,3,56407.40975907339
56 74,255,189,0,1,0,1,56260.23920362507
56 75,0.0,39324.0,0.0,1.0,1.0,1.0,-171692061864.60776
56 76,0.0,39324.0,1.0,0.0,1.0,0.0,-171679749326.60013
56 77,0.0,39324.0,0.0,1.0,1.0,3.0,-171692052686.56235
56 78,0.0,39324.0,1.0,0.0,1.0,0.0,-171616607270.80624
56 79,0.0,39324.0,0.0,1.0,1.0,0.0,-171692028400.78775
56 80,0.0,7343.0,1.0,0.0,1.0,0.0,-2563715585.9873805
56 81,0.0,39324.0,0.0,1.0,1.0,0.0,-171692073885.1138
56 82,0.0,39324.0,0.0,1.0,1.0,3.0,-171692112348.31058
56 83,0.0,39324.0,1.0,0.0,1.0,0.0,-171692112351.31058
56 84,0.0,39324.0,0.0,1.0,1.0,1.0,-171692112512.21835
56 85,0.0,39324.0,1.0,0.0,1.0,0.0,-171694855916.07202
56 86,0.0,39324.0,1.0,0.0,1.0,0.0,-171694879801.9571
56 87,0.0,39324.0,1.0,0.0,1.0,0.0,-171694878719.9703
56 88,0.0,39324.0,1.0,0.0,1.0,0.0,-171694878905.11697
56 89,0.0,39324.0,1.0,0.0,1.0,0.0,-171694851812.7817
56 90,0.0,39324.0,1.0,0.0,1.0,3.0,-171694877161.0378
56 91,0.0,39324.0,1.0,0.0,1.0,0.0,-171694873985.37692
56 92,0.0,39324.0,1.0,0.0,1.0,1.0,-171694777975.7051
56 93,0.0,39324.0,1.0,0.0,1.0,0.0,-171694851776.68484
56 94,0.0,39324.0,1.0,0.0,1.0,1.0,-171694777975.7051
56 95,0.0,1775.0,1.0,0.0,1.0,1.0,-171690979810.549
56 96,0.0,2837.0,1.0,0.0,1.0,3.0,-26645471.641028926
56 97,0.0,3001.0,1.0,0.0,1.0,2.0,-1539955365.7132988
56 98,0.0,1.0,1.0,0.0,1.0,5.0,-1540064496.715277
56 99,0.0,2837.0,1.0,0.0,1.0,2.0,-26655676.62241795
57 0,351,6044,0,1,0,0,52592091.46210386
57 1,0.0,6422.0,1.0,0.0,1.0,1.0,-4754541081.977354
57 2,0.0,17308.0,1.0,0.0,1.0,0.0,-4815033993.529991
57 3,0.0,17308.0,0.0,1.0,1.0,1.0,-4815046467.957097
57 4,0.0,17308.0,1.0,0.0,1.0,3.0,-4815029770.908427
57 5,0.0,17308.0,1.0,0.0,1.0,0.0,-4815044437.243236
57 6,0.0,17308.0,1.0,0.0,1.0,3.0,-4815045680.343692
57 7,0.0,17308.0,1.0,0.0,1.0,0.0,-4815045682.166431
57 8,0.0,17308.0,1.0,0.0,1.0,0.0,-4815009291.05414
57 9,0.0,16745.0,1.0,0.0,1.0,1.0,-449211157.5269046
57 10,0.0,16745.0,1.0,0.0,1.0,0.0,-530905185.7796297
57 11,0.0,16745.0,1.0,0.0,1.0,0.0,-530457032.4167322
57 12,0.0,16745.0,1.0,0.0,1.0,0.0,-505077914.3592548
57 13,0.0,16745.0,1.0,0.0,1.0,0.0,-529137162.3280598
57 14,0.0,371.0,1.0,0.0,1.0,0.0,-528933964.0188174
57 15,545,2025,1,0,0,0,6097657.651937885
57 16,545,2025,1,0,0,0,6097657.651937885
57 17,545,2025,1,0,0,0,6097288.054838926
57 18,545,2025,1,0,0,0,6097657.651937885
57 19,545,2025,1,0,0,0,6097288.054838926
57 20,545,2025,1,0,0,0,6099501.915034625
57 21,545,2025,1,0,0,0,6099593.392899014
57 22,545,2025,1,0,0,0,6099593.392899014
57 23,545,2025,1,0,0,1,6101195.571714219
57 24,545,2025,1,0,0,3,6281495.804389548
57 25,0.0,2498.0,1.0,0.0,1.0,0.0,-22503025.944554977
57 26,0.0,2498.0,1.0,0.0,1.0,1.0,-23015171.18408493
57 27,0.0,2498.0,1.0,0.0,1.0,2.0,-17387997.294610757
57 28,0.0,2498.0,1.0,0.0,1.0,0.0,-23015172.18408493
57 29,0.0,6216.0,1.0,0.0,1.0,1.0,-1056032859.7655046
57 30,0.0,2498.0,1.0,0.0,1.0,0.0,-23192136.511909932
57 31,0.0,172.0,0.0,1.0,1.0,1.0,-1577264778.8075686
57 32,0.0,6216.0,1.0,0.0,1.0,1.0,-1044182197.8882717
57 33,0.0,6216.0,1.0,0.0,1.0,0.0,-1044930682.3920912
57 34,0.0,6216.0,1.0,0.0,1.0,0.0,-1045375794.2688874
57 35,0.0,9337.0,0.0,1.0,1.0,1.0,-432865672.5684154
57 36,0.0,9337.0,0.0,1.0,1.0,2.0,-437426669.67876846
57 37,419,1777,0,1,0,1,6419932.032163548
57 38,0.0,9337.0,1.0,0.0,1.0,1.0,-437745930.3027555
57 39,0.0,1.0,1.0,0.0,1.0,3.0,-437745577.8755074
57 40,0.0,9321.0,1.0,0.0,1.0,0.0,-79689806.09551995
57 41,0.0,450.0,1.0,0.0,1.0,1.0,-236610443.74647793
57 42,0.0,10167.0,1.0,0.0,1.0,3.0,-237292872.8871567
57 43,0.0,10167.0,1.0,0.0,1.0,0.0,-237292846.62251326
57 44,0.0,10167.0,1.0,0.0,1.0,0.0,-237293368.1913174
57 45,0.0,10167.0,1.0,0.0,1.0,0.0,-237293368.1913174
57 46,0.0,10167.0,1.0,0.0,1.0,0.0,-237292963.5172573
57 47,0.0,10167.0,1.0,0.0,1.0,0.0,-237292982.59067318
57 48,0.0,10167.0,1.0,0.0,1.0,3.0,-236614949.69065952
57 49,0.0,10167.0,1.0,0.0,1.0,1.0,-229804735.04457715
57 50,0.0,12475.0,1.0,0.0,1.0,0.0,-12575396900.930864
57 51,0.0,12475.0,1.0,0.0,1.0,2.0,-12585670946.292759
57 52,0.0,12475.0,1.0,0.0,1.0,1.0,-12585654562.996218
57 53,0.0,1.0,1.0,0.0,1.0,2.0,-12586291863.444357
57 54,0.0,12475.0,1.0,0.0,1.0,0.0,-12586302667.609768
57 55,0.0,12475.0,1.0,0.0,1.0,0.0,-12586321864.957714
57 56,0.0,12475.0,1.0,0.0,1.0,1.0,-12586321863.957714
57 57,0.0,12475.0,1.0,0.0,1.0,0.0,-12586321864.957714
57 58,0.0,40357.0,1.0,0.0,1.0,0.0,-80108507.30980396
57 59,0.0,40357.0,1.0,0.0,1.0,2.0,-1467009362.6920147
57 60,0.0,1.0,1.0,0.0,1.0,1.0,-1465745858.4656045
57 61,0.0,40357.0,1.0,0.0,1.0,2.0,-1467048432.6379461
57 62,0.0,40357.0,1.0,0.0,1.0,0.0,-1467048434.6379461
57 63,0.0,40357.0,1.0,0.0,1.0,0.0,-1467048109.5918603
57 64,0.0,40357.0,1.0,0.0,1.0,1.0,-1467048547.8949142
57 65,0.0,40357.0,1.0,0.0,1.0,0.0,-1467048435.1699471
57 66,0.0,40357.0,1.0,0.0,1.0,3.0,-1467047173.349183
57 67,0.0,40357.0,0.0,1.0,1.0,1.0,-1466052882.279489
57 68,0.0,5912.0,1.0,0.0,1.0,0.0,-546542127.7530309
57 69,0.0,5912.0,1.0,0.0,1.0,2.0,-546697189.8537914
57 70,0.0,5912.0,1.0,0.0,1.0,0.0,-546722505.7398207
57 71,0.0,5912.0,1.0,0.0,1.0,1.0,-546722593.3252448
57 72,0.0,5912.0,1.0,0.0,1.0,0.0,-546717216.1442581
57 73,0.0,5912.0,1.0,0.0,1.0,3.0,-546692934.2075921
57 74,255,112,0,1,0,0,20601.617975341935
57 75,0.0,39324.0,0.0,1.0,1.0,0.0,-171692061851.19333
57 76,0.0,39324.0,0.0,1.0,1.0,0.0,-171692058466.57086
57 77,0.0,39324.0,1.0,0.0,1.0,2.0,-171691939381.22763
57 78,0.0,39324.0,0.0,1.0,1.0,0.0,-171691428656.5536
57 79,0.0,7343.0,1.0,0.0,1.0,0.0,-2563715585.9873805
57 80,0.0,7343.0,1.0,0.0,1.0,1.0,-2563715584.9873805
57 81,0.0,7343.0,1.0,0.0,1.0,1.0,-2563715592.965953
57 82,0.0,1324.0,0.0,1.0,1.0,2.0,-153087742383.76154
57 83,0.0,39324.0,0.0,1.0,1.0,1.0,-171692112347.6135
57 84,0.0,39324.0,0.0,1.0,1.0,1.0,-171692112347.6135
57 85,0.0,39324.0,1.0,0.0,1.0,1.0,-171694733819.08124
57 86,84,25,0,1,0,0,1643.93565065857
57 87,0.0,39324.0,1.0,0.0,1.0,0.0,-171694878909.348
57 88,0.0,39324.0,1.0,0.0,1.0,0.0,-171694878909.44806
57 89,0.0,39324.0,1.0,0.0,1.0,2.0,-171694878907.44806
57 90,0.0,39324.0,1.0,0.0,1.0,0.0,-171694878905.11697
57 91,0.0,39324.0,1.0,0.0,1.0,1.0,-171694876879.37933
57 92,0.0,39324.0,1.0,0.0,1.0,1.0,-171694873984.37692
57 93,0.0,39324.0,1.0,0.0,1.0,0.0,-171694872881.81873
57 94,0.0,1.0,1.0,0.0,1.0,2.0,-171694851744.77295
57 95,0,0,1,0,0,1,1
57 96,0.0,2837.0,1.0,0.0,1.0,0.0,-26655730.94786665
57 97,0.0,3001.0,1.0,0.0,1.0,0.0,-1540069484.1377304
57 98,0.0,3001.0,1.0,0.0,1.0,2.0,-1540069039.0392945
57 99,0.0,2837.0,1.0,0.0,1.0,0.0,-26656740.520225033
58 0,0.0,10749.0,0.0,1.0,1.0,0.0,-6133031436.400633
58 1,0.0,17308.0,1.0,0.0,1.0,0.0,-4814977186.383166
58 2,0.0,1.0,1.0,0.0,1.0,1.0,-4815029998.246485
58 3,0.0,17308.0,1.0,0.0,1.0,0.0,-4815037089.373211
58 4,0.0,17308.0,1.0,0.0,1.0,0.0,-4815009291.05414
58 5,0.0,17308.0,1.0,0.0,1.0,0.0,-4815045695.643391
58 6,0.0,17308.0,1.0,0.0,1.0,0.0,-4815046751.686623
58 7,0.0,17308.0,1.0,0.0,1.0,0.0,-4815046532.049184
58 8,0.0,9938.0,1.0,0.0,1.0,1.0,-565031966.8990531
58 9,0.0,16745.0,1.0,0.0,1.0,0.0,-529455228.19305754
58 10,0.0,16745.0,1.0,0.0,1.0,0.0,-530905241.74754024
58 11,0.0,16745.0,1.0,0.0,1.0,0.0,-530905241.74754024
58 12,0.0,16745.0,1.0,0.0,1.0,0.0,-530893079.1636765
58 13,0.0,16745.0,1.0,0.0,1.0,0.0,-529764056.9793955
58 14,0.0,65.0,1.0,0.0,1.0,1.0,-529669500.82463336
58 15,545,2025,1,0,0,1,6097658.651937885
58 16,545,2025,1,0,0,0,6104052.526800202
58 17,545,2025,1,0,0,2,6097219.5505805295
58 18,545,2025,1,0,0,3,6097291.054838926
58 19,545,2025,1,0,0,1,6097289.054838926
58 20,545,2025,1,0,0,1,6097289.054838926
58 21,545,2025,1,0,0,0,6097657.651937885
58 22,545,2025,1,0,0,0,6099571.374365355
58 23,545,2025,1,0,0,0,6101194.571714219
58 24,545,2025,1,0,0,1,6113293.210748953
58 25,0.0,234.0,1.0,0.0,1.0,5.0,-15831837.931620602
58 26,0.0,2498.0,1.0,0.0,1.0,0.0,-18182197.786885045
58 27,0,0,1,0,0,0,0
58 28,0.0,2498.0,1.0,0.0,1.0,3.0,-21579711.9281514
58 29,0.0,2498.0,1.0,0.0,1.0,0.0,-23015078.728297435
58 30,0.0,847.0,0.0,1.0,1.0,0.0,-1572725095.508346
58 31,0.0,14346.0,0.0,1.0,1.0,0.0,-1577409845.9894805
58 32,0.0,14346.0,0.0,1.0,1.0,3.0,-1577373223.115428
58 33,0.0,6216.0,1.0,0.0,1.0,0.0,-1044184420.0471523
58 34,0.0,14346.0,0.0,1.0,1.0,0.0,-1548795000.4790382
58 35,0.0,9337.0,0.0,1.0,1.0,0.0,-430112530.39707285
58 36,0.0,9337.0,0.0,1.0,1.0,0.0,-437797333.69260955
58 37,0.0,9337.0,0.0,1.0,1.0,0.0,-437791318.5499681
58 38,0.0,9337.0,1.0,0.0,1.0,0.0,-437791318.5499681
58 39,0.0,9337.0,1.0,0.0,1.0,1.0,-437339742.43180096
58 40,0.0,9321.0,1.0,0.0,1.0,0.0,-86947751.14145766
58 41,0.0,10167.0,1.0,0.0,1.0,0.0,-237291798.50538144
58 42,0.0,10167.0,1.0,0.0,1.0,0.0,-237292875.8871567
58 43,0.0,10167.0,0.0,1.0,1.0,2.0,-237293549.43642858
58 44,0.0,10167.0,1.0,0.0,1.0,1.0,-237293367.1913174
58 45,0.0,10167.0,1.0,0.0,1.0,1.0,-237293367.1913174
58 46,0.0,10167.0,1.0,0.0,1.0,2.0,-237292984.6353053
58 47,0.0,10167.0,1.0,0.0,1.0,0.0,-237239808.66358393
58 48,0.0,10167.0,1.0,0.0,1.0,0.0,-235998816.22619972
58 49,0.0,10167.0,1.0,0.0,1.0,0.0,-235976699.97615835
58 50,0.0,10167.0,1.0,0.0,1.0,2.0,-229805271.99534658
58 51,0.0,1.0,1.0,0.0,1.0,2.0,-12579671301.686321
58 52,0.0,12475.0,1.0,0.0,1.0,3.0,-12566428416.84984
58 53,0,0,1,0,0,0,0
58 54,0.0,12475.0,1.0,0.0,1.0,0.0,-12586291865.444286
58 55,0.0,12475.0,1.0,0.0,1.0,3.0,-12586321272.27567
58 56,0.0,12475.0,1.0,0.0,1.0,0.0,-12586321847.563921
58 57,0.0,12475.0,1.0,0.0,1.0,0.0,-12586321311.219528
58 58,0,0,1,0,0,0,0
58 59,0,0,1,0,0,0,0
58 60,0,0,1,0,0,1,1
58 61,0.0,40357.0,1.0,0.0,1.0,3.0,-1465634587.3121862
58 62,0.0,40357.0,1.0,0.0,1.0,0.0,-1467042966.0118518
58 63,0.0,1.0,1.0,0.0,1.0,3.0,-1467048432.1701221
58 64,0.0,40357.0,1.0,0.0,1.0,0.0,-1467048435.5185938
58 65,0.0,40357.0,1.0,0.0,1.0,2.0,-1467048153.9703703
58 66,0.0,40357.0,1.0,0.0,1.0,0.0,-1441708853.128663
58 67,0.0,5912.0,1.0,0.0,1.0,0.0,-2050669857.5751202
58 68,0.0,5912.0,1.0,0.0,1.0,0.0,-546164253.5416192
58 69,0.0,5912.0,1.0,0.0,1.0,0.0,-545830893.4577055
58 70,0.0,5912.0,1.0,0.0,1.0,2.0,-545849433.2352573
58 71,0.0,5912.0,1.0,0.0,1.0,0.0,-545828939.2030808
58 72,0.0,5912.0,1.0,0.0,1.0,2.0,-546190115.9143587
58 73,0.0,5912.0,1.0,0.0,1.0,1.0,-545847166.07877
58 74,0.0,2763.0,1.0,0.0,1.0,0.0,-171686621555.65445
58 75,0.0,39324.0,0.0,1.0,1.0,1.0,-171692061850.19333
58 76,0.0,39324.0,0.0,1.0,1.0,2.0,-171691429354.45667
58 77,0.0,39324.0,0.0,1.0,1.0,0.0,-171691437007.27313
58 78,0.0,1.0,1.0,0.0,1.0,1.0,-2563694880.309541
58 79,0.0,1.0,1.0,0.0,1.0,4.0,-2563712229.9692407
58 80,0.0,7343.0,1.0,0.0,1.0,1.0,-2563715584.9873805
58 81,0.0,7343.0,1.0,0.0,1.0,0.0,-2563714977.1250362
58 82,0.0,6624.0,1.0,0.0,1.0,1.0,-171296345062.4637
58 83,0.0,39324.0,0.0,1.0,1.0,0.0,-171692109152.99765
58 84,0.0,39324.0,0.0,1.0,1.0,1.0,-171692101277.86884
58 85,0.0,39324.0,0.0,1.0,1.0,0.0,-171694877791.28082
58 86,0.0,39324.0,0.0,1.0,1.0,0.0,-171694878720.63895
58 87,0.0,39324.0,1.0,0.0,1.0,3.0,-171694878906.44806
58 88,0.0,39324.0,1.0,0.0,1.0,1.0,-171694878935.38312
58 89,0.0,39324.0,1.0,0.0,1.0,0.0,-171694878909.44806
58 90,0.0,39324.0,1.0,0.0,1.0,0.0,-171694878720.63895
58 91,0.0,1.0,1.0,0.0,1.0,3.0,-98056057059.20682
58 92,0.0,39324.0,1.0,0.0,1.0,0.0,-171694872900.96866
58 93,0.0,39324.0,1.0,0.0,1.0,0.0,-171694872881.81873
58 94,0.0,39324.0,1.0,0.0,1.0,5.0,-171694851807.7817
58 95,0,0,1,0,0,0,0
58 96,0.0,1823.0,1.0,0.0,1.0,2.0,-171618532655.42615
58 97,0.0,263.0,1.0,0.0,1.0,1.0,-1369766806.0840616
58 98,0.0,2837.0,1.0,0.0,1.0,0.0,-26656842.243389327
58 99,0.0,1.0,1.0,0.0,1.0,2.0,-26656840.155335728
59 0,351,72,0,1,0,2,8709.983906584685
59 1,0.0,10749.0,1.0,0.0,1.0,3.0,-6133031587.500273
59 2,0.0,17308.0,1.0,0.0,1.0,0.0,-4814972400.701803
59 3,0.0,17308.0,1.0,0.0,1.0,0.0,-4815037089.373211
59 4,0.0,17308.0,1.0,0.0,1.0,0.0,-4815044440.582432
59 5,0.0,17308.0,1.0,0.0,1.0,0.0,-4815046751.686623
59 6,0.0,17308.0,1.0,0.0,1.0,2.0,-4815046836.899876
59 7,0.0,17308.0,1.0,0.0,1.0,3.0,-4815046194.5321455
59 8,0.0,17308.0,1.0,0.0,1.0,5.0,-4815029592.44611
59 9,0.0,16745.0,1.0,0.0,1.0,1.0,-486679903.72031534
59 10,0.0,16745.0,1.0,0.0,1.0,1.0,-529726243.9592448
59 11,0.0,16745.0,1.0,0.0,1.0,1.0,-530906011.37130255
59 12,0.0,16745.0,1.0,0.0,1.0,1.0,-530906011.37130255
59 13,0.0,16745.0,1.0,0.0,1.0,0.0,-530902085.8765685
59 14,0.0,16745.0,1.0,0.0,1.0,1.0,-529455227.19305754
59 15,0.0,2011.0,1.0,0.0,1.0,0.0,-522944277.05024254
59 16,0.0,559.0,1.0,0.0,1.0,0.0,-462398567.36865586
59 17,545,2025,1,0,0,3,6099504.915034625
59 18,545,2025,1,0,0,1,6099516.304140732
59 19,545,2025,1,0,0,1,6097289.054838926
59 20,545,2025,1,0,0,1,6097289.054838926
59 21,545,2025,1,0,0,1,6100552.377186369
59 22,545,2025,1,0,0,2,6100518.7650267845
59 23,545,2025,1,0,0,0,6103172.295182841
59 24,545,2025,1,0,0,0,10209848.855516402
59 25,0,0,1,0,0,0,0
59 26,0,0,1,0,0,2,2
59 27,0.0,18850.0,1.0,0.0,1.0,0.0,-479631462766.24664
59 28,0,0,1,0,0,2,2
59 29,0.0,486.0,1.0,0.0,1.0,0.0,-1577370794.0029414
59 30,0.0,14346.0,1.0,0.0,1.0,0.0,-1577420634.5759928
59 31,0.0,14346.0,1.0,0.0,1.0,0.0,-1577425263.9155116
59 32,0.0,14346.0,0.0,1.0,1.0,0.0,-1577423701.288482
59 33,0.0,14346.0,0.0,1.0,1.0,0.0,-1577416967.8233821
59 34,0.0,3091.0,0.0,1.0,1.0,2.0,-1567234865.6735816
59 35,0.0,9337.0,1.0,0.0,1.0,0.0,-436893466.3480036
59 36,0.0,9337.0,0.0,1.0,1.0,0.0,-437339164.86129236
59 37,0.0,1.0,1.0,0.0,1.0,3.0,-437790734.65445566
59 38,0.0,9337.0,1.0,0.0,1.0,0.0,-438494737.96626496
59 39,0.0,1732.0,1.0,0.0,1.0,0.0,-225102261.60891527
59 40,0.0,10167.0,1.0,0.0,1.0,1.0,-234209739.1979575
59 41,0.0,10167.0,0.0,1.0,1.0,0.0,-237013557.2672419
59 42,0.0,10167.0,0.0,1.0,1.0,0.0,-234885984.55782232
59 43,0.0,9337.0,1.0,0.0,1.0,0.0,-438703668.9019749
59 44,0.0,1.0,1.0,0.0,1.0,3.0,-230011568.35008237
59 45,0.0,10167.0,1.0,0.0,1.0,1.0,-237292981.59067318
59 46,0.0,10167.0,1.0,0.0,1.0,1.0,-237292958.95134056
59 47,0.0,10167.0,1.0,0.0,1.0,1.0,-236008393.2302037
59 48,0.0,10167.0,1.0,0.0,1.0,4.0,-237291791.20162955
59 49,0.0,84.0,1.0,0.0,1.0,1.0,-227891872.7183723
59 50,0.0,36549.0,1.0,0.0,1.0,0.0,-201519208579.18372
59 51,0.0,36549.0,1.0,0.0,1.0,1.0,-201707736485.45325
59 52,0.0,36549.0,1.0,0.0,1.0,0.0,-201148306033.36966
59 53,0,0,1,0,0,0,0
59 54,0.0,12475.0,1.0,0.0,1.0,3.0,-12585653300.435522
59 55,0.0,12475.0,1.0,0.0,1.0,2.0,-12586320060.36569
