,owner,explore_level,exist,DFA,RR,inital_state,resource
59 56,0.0,12475.0,1.0,0.0,1.0,2.0,-12586321309.219528
59 57,0.0,12475.0,1.0,0.0,1.0,1.0,-12566563111.554493
59 58,0,0,1,0,0,1,1
59 59,0,0,1,0,0,5,5
59 60,0.0,40357.0,1.0,0.0,1.0,1.0,-83320774.66022873
59 61,0.0,40357.0,1.0,0.0,1.0,1.0,-1449774088.379682
59 62,0.0,40357.0,1.0,0.0,1.0,2.0,-1465745857.4655051
59 63,0.0,40357.0,1.0,0.0,1.0,0.0,-1467048109.5918603
59 64,0.0,40357.0,1.0,0.0,1.0,1.0,-1467048156.5493236
59 65,0.0,40357.0,1.0,0.0,1.0,1.0,-1467047175.349183
59 66,0.0,40357.0,0.0,1.0,1.0,1.0,-1465745858.4655051
59 67,0.0,5912.0,1.0,0.0,1.0,5.0,-543111160.5994471
59 68,0.0,5912.0,1.0,0.0,1.0,2.0,-545582090.7212259
59 69,0,0,1,0,0,0,0
59 70,0.0,4.0,1.0,0.0,0.0,1.0,34.62465287626723
59 71,0,0,1,0,0,0,0
59 72,0.0,5912.0,1.0,0.0,1.0,1.0,-538985754.3519416
59 73,0.0,5912.0,1.0,0.0,1.0,0.0,-543198912.9320532
59 74,0.0,2763.0,1.0,0.0,1.0,0.0,-171686611846.77997
59 75,0.0,39324.0,0.0,1.0,1.0,1.0,-171692028399.78775
59 76,0.0,7343.0,1.0,0.0,1.0,0.0,-2563182534.7242956
59 77,0.0,7343.0,1.0,0.0,1.0,0.0,-2563694621.6025085
59 78,0.0,7343.0,1.0,0.0,1.0,3.0,-2563694618.6025085
59 79,0.0,7343.0,1.0,0.0,1.0,0.0,-2563712233.9689975
59 80,0.0,7343.0,1.0,0.0,1.0,1.0,-2563694926.2270637
59 81,0.0,7343.0,1.0,0.0,1.0,0.0,-2563712233.9689975
59 82,0.0,7343.0,1.0,0.0,1.0,2.0,-2563684270.3214755
59 83,0.0,7343.0,1.0,0.0,1.0,1.0,-2563597461.8877625
59 84,0.0,7343.0,1.0,0.0,1.0,1.0,-2562588184.304739
59 85,0.0,7343.0,1.0,0.0,1.0,3.0,-2561948709.7496133
59 86,0.0,39324.0,1.0,0.0,1.0,1.0,-171694876880.87946
59 87,0.0,39324.0,1.0,0.0,1.0,1.0,-171694878908.44806
59 88,0.0,39324.0,1.0,0.0,1.0,0.0,-171694878909.348
59 89,0.0,39324.0,1.0,0.0,1.0,0.0,-171694878909.44806
59 90,0.0,39324.0,1.0,0.0,1.0,0.0,-171694878720.63895
59 91,0.0,39324.0,1.0,0.0,1.0,0.0,-171694878318.02612
59 92,0.0,39324.0,1.0,0.0,1.0,3.0,-171694851773.68484
59 93,0.0,39324.0,1.0,0.0,1.0,0.0,-171694861361.6775
59 94,0.0,39324.0,1.0,0.0,1.0,0.0,-171694851812.7817
59 95,0.0,1.0,1.0,0.0,1.0,1.0,-171693937857.37762
59 96,0.0,39324.0,1.0,0.0,1.0,0.0,-171693935453.0797
59 97,0.0,1211.0,1.0,0.0,1.0,0.0,-171693767913.4436
59 98,0.0,2837.0,1.0,0.0,1.0,2.0,-26656848.096053563
59 99,0.0,2837.0,1.0,0.0,1.0,0.0,-26656842.243389327
60 0,0.0,10749.0,1.0,0.0,1.0,0.0,-6133031593.443679
60 1,0.0,5975.0,1.0,0.0,1.0,0.0,-4778126686.368406
60 2,0.0,17308.0,1.0,0.0,1.0,1.0,-4815009290.05414
60 3,0.0,17308.0,1.0,0.0,1.0,2.0,-4815029771.908427
60 4,0.0,17308.0,1.0,0.0,1.0,2.0,-4815044453.590063
60 5,0.0,17308.0,1.0,0.0,1.0,0.0,-4815045683.343692
60 6,0.0,17308.0,1.0,0.0,1.0,2.0,-4815046749.686623
60 7,0.0,17308.0,1.0,0.0,1.0,0.0,-4815046532.049184
60 8,0.0,17308.0,1.0,0.0,1.0,0.0,-4802002763.79693
60 9,0,0,1,0,0,0,0
60 10,0,0,1,0,0,0,0
60 11,0.0,16745.0,1.0,0.0,1.0,1.0,-530906068.5350405
60 12,0.0,16745.0,1.0,0.0,1.0,5.0,-285556399.3934098
60 13,0.0,16745.0,1.0,0.0,1.0,0.0,-530905247.71026695
60 14,0.0,16745.0,1.0,0.0,1.0,0.0,-530905162.9481063
60 15,0.0,16745.0,1.0,0.0,1.0,0.0,-530902084.4429585
60 16,0.0,16745.0,1.0,0.0,1.0,0.0,-530897201.5843609
60 17,545,2025,1,0,0,1,6281493.804389548
60 18,545,2025,1,0,0,2,6148285.115987912
60 19,545,2025,1,0,0,0,6099515.304140732
60 20,545,2025,1,0,0,0,6099501.915034625
60 21,545,2025,1,0,0,1,6100879.973395519
60 22,545,2025,1,0,0,0,8374126.128536208
60 23,0,0,1,0,0,0,0
60 24,0,0,1,0,0,0,0
60 25,0,0,1,0,0,1,1
60 26,0.0,18850.0,1.0,0.0,1.0,0.0,-481701757058.49927
60 27,0.0,18850.0,1.0,0.0,1.0,0.0,-479631462766.24664
60 28,0.0,14346.0,1.0,0.0,1.0,1.0,-1577398863.3274305
60 29,0.0,14346.0,1.0,0.0,1.0,1.0,-1577398863.3274305
60 30,0.0,14346.0,1.0,0.0,1.0,1.0,-1577425971.6804101
60 31,0.0,14346.0,1.0,0.0,1.0,1.0,-1577425357.0589461
60 32,0.0,14346.0,1.0,0.0,1.0,1.0,-1577425293.6147246
60 33,0.0,14346.0,0.0,1.0,1.0,0.0,-1577425284.1732075
60 34,0.0,14346.0,0.0,1.0,1.0,1.0,-1577266069.9351034
60 35,0.0,43.0,0.0,1.0,1.0,0.0,-1548593413.4893472
60 36,0.0,9337.0,1.0,0.0,1.0,4.0,-437339160.86129236
60 37,0.0,9337.0,1.0,0.0,1.0,0.0,-437337149.426353
60 38,0.0,9337.0,1.0,0.0,1.0,0.0,-438494322.2290193
60 39,0.0,9337.0,1.0,0.0,1.0,0.0,-438602026.99972755
60 40,0.0,1702.0,1.0,0.0,1.0,1.0,-182889862.36800143
60 41,419,36,0,1,1,2,-187668416.2788751
60 42,0.0,9337.0,1.0,0.0,1.0,0.0,-438704298.65077966
60 43,0.0,9337.0,1.0,0.0,1.0,0.0,-438703670.41982734
60 44,0.0,1777.0,1.0,0.0,1.0,0.0,-230962107.9945148
60 45,0.0,102.0,1.0,0.0,1.0,1.0,-237287994.90615773
60 46,0.0,10167.0,1.0,0.0,1.0,3.0,-237292843.06109986
60 47,0.0,10167.0,1.0,0.0,1.0,0.0,-237292822.77514762
60 48,0.0,10167.0,1.0,0.0,1.0,0.0,-237291797.85799298
60 49,0.0,10167.0,1.0,0.0,1.0,0.0,-228664331.35653645
60 50,0.0,10167.0,1.0,0.0,1.0,1.0,-235976698.97615835
60 51,0.0,36549.0,1.0,0.0,1.0,1.0,-201711664496.99802
60 52,0.0,36549.0,1.0,0.0,1.0,0.0,-201714063037.9615
60 53,0.0,36549.0,1.0,0.0,1.0,0.0,-201555072752.5785
60 54,129,11788,0,1,0,0,75146089.2067872
60 55,0.0,2835.0,1.0,0.0,1.0,1.0,-6374571995.862238
60 56,0.0,5937.0,1.0,0.0,1.0,2.0,-957087130.109975
60 57,0.0,5937.0,1.0,0.0,1.0,0.0,-960340868.8284788
60 58,0.0,5937.0,1.0,0.0,1.0,3.0,-957085165.424591
60 59,0,0,1,0,0,1,1
60 60,0,0,1,0,0,0,0
60 61,0,0,1,0,0,0,0
60 62,0,0,1,0,0,0,0
60 63,0,0,1,0,0,0,0
60 64,0,0,1,0,0,1,1
60 65,0,0,1,0,0,0,0
60 66,0.0,40357.0,1.0,0.0,1.0,2.0,-1458650685.0174356
60 67,0,0,1,0,0,0,0
60 68,0,0,1,0,0,0,0
60 69,0,0,1,0,0,0,0
60 70,0,0,1,0,0,0,0
60 71,0,0,1,0,0,0,0
60 72,0,0,1,0,0,1,1
60 73,0,0,1,0,0,0,0
60 74,0,0,1,0,0,1,1
60 75,0.0,6624.0,1.0,0.0,1.0,3.0,-171625128086.73633
60 76,0.0,7343.0,1.0,0.0,1.0,3.0,-2563574829.772264
60 77,0.0,7343.0,1.0,0.0,1.0,0.0,-2563684272.3214755
60 78,0.0,7343.0,1.0,0.0,1.0,2.0,-2563694879.3094673
60 79,0.0,7343.0,1.0,0.0,1.0,0.0,-2563712233.9689975
60 80,0.0,7343.0,1.0,0.0,1.0,0.0,-2563694927.2270637
60 81,0.0,7343.0,1.0,0.0,1.0,0.0,-2563575004.5114017
60 82,0.0,7343.0,1.0,0.0,1.0,1.0,-2562590835.339509
60 83,0.0,7343.0,1.0,0.0,1.0,1.0,-2563182533.7242956
60 84,0.0,39324.0,0.0,1.0,1.0,0.0,-171694872900.96866
60 85,0.0,1.0,1.0,0.0,1.0,2.0,-171694872809.09726
60 86,0.0,39324.0,1.0,0.0,1.0,0.0,-171694877164.0378
60 87,0.0,39324.0,1.0,0.0,1.0,2.0,-171694878717.9703
60 88,0.0,39324.0,1.0,0.0,1.0,0.0,-171694878719.9703
60 89,0.0,39324.0,1.0,0.0,1.0,2.0,-171694877003.24863
60 90,0.0,39324.0,1.0,0.0,1.0,4.0,-171694877160.0378
60 91,0.0,39324.0,1.0,0.0,1.0,0.0,-171694876880.37933
60 92,0,0,1,0,0,3,3
60 93,0.0,39324.0,1.0,0.0,1.0,3.0,-171694851743.77286
60 94,0.0,39324.0,1.0,0.0,1.0,0.0,-171694851776.68484
60 95,0.0,1.0,1.0,0.0,1.0,3.0,-171288168450.5623
60 96,0.0,2837.0,1.0,0.0,1.0,1.0,-26651315.663541064
60 97,0.0,2837.0,1.0,0.0,1.0,1.0,-26656338.365010217
60 98,0.0,2837.0,1.0,0.0,1.0,0.0,-26656740.520225033
60 99,0.0,2837.0,1.0,0.0,1.0,2.0,-26656313.690253302
61 0,0.0,10749.0,1.0,0.0,1.0,1.0,-6133031386.193576
61 1,0.0,10749.0,1.0,0.0,1.0,1.0,-6133031385.234422
61 2,0.0,17308.0,1.0,0.0,1.0,1.0,-4814751364.2751
61 3,0.0,5177.0,1.0,0.0,1.0,1.0,-4790299659.285455
61 4,0.0,17308.0,1.0,0.0,1.0,2.0,-4814933619.121471
61 5,0.0,17308.0,1.0,0.0,1.0,1.0,-4815045684.7995825
61 6,0.0,17308.0,1.0,0.0,1.0,0.0,-4815046197.5321455
61 7,0.0,16745.0,1.0,0.0,1.0,1.0,-484495092.432105
61 8,0.0,16745.0,1.0,0.0,1.0,1.0,-530906107.3341627
61 9,0.0,16745.0,1.0,0.0,1.0,1.0,-530905188.62714374
61 10,0.0,16745.0,1.0,0.0,1.0,1.0,-530905246.71026695
61 11,0.0,16745.0,1.0,0.0,1.0,2.0,-530906384.5265456
61 12,0.0,16745.0,1.0,0.0,1.0,0.0,-530906069.5350405
61 13,0.0,16745.0,1.0,0.0,1.0,0.0,-530905239.66705847
61 14,0.0,16745.0,1.0,0.0,1.0,0.0,-530897201.5843609
61 15,0.0,16745.0,1.0,0.0,1.0,0.0,-530395549.98850137
61 16,0.0,16745.0,1.0,0.0,1.0,0.0,-529623571.3899981
61 17,545,2025,1,0,0,1,8314135.36245521
61 18,545,2025,1,0,0,5,7268496.664024847
61 19,545,2025,1,0,0,2,6142797.76647254
61 20,545,2025,1,0,0,1,6101195.571714219
61 21,545,2025,1,0,0,1,6101032.057014342
61 22,545,2025,1,0,0,1,8314135.36245521
61 23,0,0,1,0,0,0,0
61 24,0,0,1,0,0,0,0
61 25,0,0,1,0,0,0,0
61 26,0.0,18850.0,1.0,0.0,1.0,1.0,-481721541782.35406
61 27,0.0,97.0,1.0,0.0,1.0,1.0,-477550678633.60114
61 28,0.0,14346.0,1.0,0.0,1.0,1.0,-1577398863.3274305
61 29,0.0,14346.0,1.0,0.0,1.0,0.0,-1577420634.5759928
61 30,0.0,14346.0,1.0,0.0,1.0,1.0,-1577425972.761475
61 31,0.0,14346.0,1.0,0.0,1.0,2.0,-1577425971.562883
61 32,0.0,14346.0,1.0,0.0,1.0,0.0,-1577425294.6147246
61 33,0.0,14346.0,1.0,0.0,1.0,0.0,-1577425744.3051279
61 34,0.0,14346.0,0.0,1.0,1.0,2.0,-1577399100.9919782
61 35,0.0,9321.0,1.0,0.0,1.0,0.0,-1217896803.851531
61 36,0.0,9337.0,1.0,0.0,1.0,2.0,-437797333.76208794
61 37,0.0,14346.0,0.0,1.0,1.0,1.0,-1577376518.606096
61 38,0.0,14346.0,0.0,1.0,1.0,1.0,-1572514612.6766796
61 39,0.0,14346.0,0.0,1.0,1.0,0.0,-1555712137.8496647
61 40,0.0,9337.0,1.0,0.0,1.0,0.0,-438703668.9019749
61 41,0.0,75.0,0.0,1.0,1.0,2.0,-178910679.63549936
61 42,0.0,9337.0,1.0,0.0,1.0,1.0,-438704398.3811928
61 43,0.0,39.0,0.0,1.0,1.0,0.0,-234872296.98662934
61 44,0.0,10167.0,0.0,1.0,1.0,0.0,-237010727.21714333
61 45,0.0,10167.0,1.0,0.0,1.0,0.0,-236008394.2302037
61 46,0.0,10167.0,1.0,0.0,1.0,0.0,-237292882.51340878
61 47,0.0,10167.0,1.0,0.0,1.0,1.0,-237258578.75478896
61 48,0.0,10167.0,1.0,0.0,1.0,1.0,-237291794.20162955
61 49,0.0,10167.0,1.0,0.0,1.0,0.0,-236544119.71919972
61 50,0.0,10167.0,0.0,1.0,1.0,1.0,-236370686.08298805
61 51,0.0,36549.0,1.0,0.0,1.0,1.0,-201714488508.7605
61 52,0.0,36549.0,1.0,0.0,1.0,4.0,-201714488590.57095
61 53,0.0,36549.0,1.0,0.0,1.0,2.0,-201714485401.8297
61 54,0.0,36549.0,1.0,0.0,1.0,1.0,-201714485588.6849
61 55,130,377,0,1,0,2,227975.9354479968
61 56,0.0,5937.0,1.0,0.0,1.0,0.0,-960469694.8003294
61 57,0.0,5937.0,1.0,0.0,1.0,3.0,-960390406.782218
61 58,0,0,1,0,0,0,0
61 59,0,0,1,0,0,1,1
61 60,0,0,1,0,0,0,0
61 61,0.0,8666.0,1.0,0.0,1.0,2.0,-192327228.96226886
61 62,0,0,1,0,0,1,1
61 63,0,0,1,0,0,3,3
61 64,0,0,1,0,0,1,1
61 65,0,0,1,0,0,4,4
61 66,0,0,1,0,0,2,2
61 67,0,0,1,0,0,1,1
61 68,0.0,1.0,1.0,0.0,0.0,2.0,3.470877279122767
61 69,0,0,1,0,0,0,0
61 70,0,0,1,0,0,1,1
61 71,0,0,1,0,0,0,0
61 72,0,0,1,0,0,2,2
61 73,0,0,1,0,0,0,0
61 74,0,0,1,0,0,0,0
61 75,0,0,1,0,0,0,0
61 76,0.0,7343.0,1.0,0.0,1.0,0.0,-2563208294.0695114
61 77,0.0,7343.0,1.0,0.0,1.0,1.0,-2563575003.5114017
61 78,0.0,7343.0,1.0,0.0,1.0,1.0,-2563574957.125127
61 79,0.0,7343.0,1.0,0.0,1.0,0.0,-2562590836.339509
61 80,0.0,7343.0,1.0,0.0,1.0,1.0,-2562021572.034691
61 81,0.0,7343.0,1.0,0.0,1.0,1.0,-2562638088.463994
61 82,0.0,7343.0,1.0,0.0,1.0,0.0,-2561949976.430947
61 83,0.0,39324.0,0.0,1.0,1.0,0.0,-171292127643.62885
61 84,0.0,39324.0,1.0,0.0,1.0,1.0,-171694872810.09702
61 85,0.0,39324.0,1.0,0.0,1.0,2.0,-171694873972.6768
61 86,0.0,39324.0,1.0,0.0,1.0,3.0,-171694877381.2633
61 87,0.0,39324.0,1.0,0.0,1.0,1.0,-171694877163.0378
61 88,0.0,39324.0,1.0,0.0,1.0,0.0,-171694777976.7051
61 89,0.0,39324.0,1.0,0.0,1.0,0.0,-171694861025.12558
61 90,0.0,29137.0,1.0,0.0,1.0,0.0,-170297249203.5559
61 91,0.0,138.0,1.0,0.0,1.0,2.0,-171694874450.76837
61 92,0.0,2612.0,1.0,0.0,1.0,0.0,-171663828480.65488
61 93,0.0,379.0,1.0,0.0,1.0,0.0,-171693910816.35114
61 94,0.0,39324.0,1.0,0.0,1.0,3.0,-171694851743.77286
61 95,0.0,2123.0,1.0,0.0,1.0,1.0,-169882300778.3481
61 96,0.0,2837.0,1.0,0.0,1.0,0.0,-26651446.65428545
61 97,0.0,2837.0,1.0,0.0,1.0,1.0,-26655729.94786665
61 98,0.0,2837.0,1.0,0.0,1.0,0.0,-26656315.690253302
61 99,0.0,2837.0,1.0,0.0,1.0,1.0,-26656314.690253302
62 0,0.0,10749.0,1.0,0.0,1.0,0.0,-6133027484.657206
62 1,0.0,10749.0,1.0,0.0,1.0,1.0,-6133027480.464431
62 2,0.0,10749.0,1.0,0.0,1.0,3.0,-6133027480.064175
62 3,0.0,10749.0,1.0,0.0,1.0,2.0,-6133027156.479833
62 4,0.0,1.0,1.0,0.0,1.0,3.0,-6133027141.071238
62 5,0.0,16745.0,1.0,0.0,1.0,1.0,-528147956.3862778
62 6,0.0,16745.0,1.0,0.0,1.0,0.0,-524807170.0968645
62 7,0.0,16745.0,1.0,0.0,1.0,0.0,-528147805.2981401
62 8,0.0,16745.0,1.0,0.0,1.0,1.0,-530906643.4442717
62 9,0.0,16745.0,1.0,0.0,1.0,0.0,-530905189.62714374
62 10,0.0,16745.0,1.0,0.0,1.0,0.0,-530906646.09374684
62 11,0.0,16745.0,1.0,0.0,1.0,1.0,-530906645.09374684
62 12,0.0,16745.0,1.0,0.0,1.0,0.0,-448968500.75284934
62 13,0.0,16745.0,1.0,0.0,1.0,0.0,-530902085.8765685
62 14,0.0,16745.0,1.0,0.0,1.0,0.0,-530773104.58688986
62 15,0,0,1,0,0,0,0
62 16,0.0,16745.0,1.0,0.0,1.0,1.0,-449287665.00843334
62 17,0,0,1,0,0,2,2
62 18,0,0,1,0,0,0,0
62 19,0.0,0.0,1.0,0.0,0.0,1.0,0.4688812032385198
62 20,545,2025,1,0,0,1,8374127.128536208
62 21,545,2025,1,0,0,3,6142852.505806604
62 22,545,2025,1,0,0,0,6281492.804389548
62 23,0,0,1,0,0,1,1
62 24,0,0,1,0,0,1,1
62 25,0.0,14346.0,1.0,0.0,1.0,1.0,-1476534384.1339564
62 26,0.0,14346.0,1.0,0.0,1.0,0.0,-1575635639.794902
62 27,0.0,18850.0,1.0,0.0,1.0,0.0,-481723059489.6386
62 28,0.0,14346.0,1.0,0.0,1.0,0.0,-1577409853.0336251
62 29,0.0,14346.0,1.0,0.0,1.0,0.0,-1577425744.3051279
62 30,0.0,14346.0,1.0,0.0,1.0,3.0,-1577425977.7208428
62 31,0.0,14346.0,1.0,0.0,1.0,3.0,-1577425977.7208428
62 32,0.0,14346.0,1.0,0.0,1.0,1.0,-1577425740.287171
62 33,0.0,14346.0,1.0,0.0,1.0,0.0,-1577425972.8585286
62 34,0.0,14346.0,0.0,1.0,1.0,1.0,-1577425740.287171
62 35,0.0,14346.0,0.0,1.0,1.0,0.0,-1577420715.821864
62 36,0.0,14346.0,0.0,1.0,1.0,0.0,-1577416967.8233821
62 37,0.0,4341.0,1.0,0.0,1.0,0.0,-1574782972.1216536
62 38,0.0,14346.0,0.0,1.0,1.0,4.0,-1572508874.2111645
62 39,0.0,9337.0,1.0,0.0,1.0,1.0,-1811014534.8017945
62 40,0.0,9337.0,1.0,0.0,1.0,0.0,-438703668.9019749
62 41,0.0,9337.0,1.0,0.0,1.0,0.0,-438704298.65077966
62 42,0.0,36549.0,0.0,1.0,1.0,0.0,-201681010047.0132
62 43,0.0,36549.0,0.0,1.0,1.0,3.0,-201707737702.5915
62 44,0.0,36549.0,1.0,0.0,1.0,0.0,-201714485235.09848
62 45,0.0,10167.0,1.0,0.0,1.0,2.0,-236877356.6811688
62 46,0.0,10167.0,0.0,1.0,1.0,0.0,-237254796.51248136
62 47,0.0,36549.0,1.0,0.0,1.0,1.0,-201980255516.56497
62 48,0.0,36549.0,1.0,0.0,1.0,0.0,-201714505759.79657
62 49,0.0,36549.0,1.0,0.0,1.0,0.0,-201714505339.84528
62 50,0.0,10167.0,0.0,1.0,1.0,1.0,-236390854.279916
62 51,0.0,36549.0,1.0,0.0,1.0,1.0,-201714488517.40125
62 52,0.0,36549.0,1.0,0.0,1.0,1.0,-201714505758.79657
62 53,0.0,36549.0,1.0,0.0,1.0,0.0,-201714505743.11725
62 54,0.0,36549.0,1.0,0.0,1.0,4.0,-201714503190.66272
62 55,0.0,36549.0,1.0,0.0,1.0,1.0,-201714505137.13065
62 56,0.0,36549.0,1.0,0.0,1.0,0.0,-202095659796.00555
62 57,0.0,36549.0,1.0,0.0,1.0,2.0,-199902548131.96527
62 58,0,0,1,0,0,2,2
62 59,854,1,1,0,0,1,6.004444010454509
62 60,0,0,1,0,0,2,2
62 61,0.0,8666.0,1.0,0.0,1.0,1.0,-247624327.99359775
62 62,0,0,1,0,0,3,3
62 63,0,0,1,0,0,0,0
62 64,0.0,8666.0,1.0,0.0,1.0,3.0,-249442898.67678154
62 65,0.0,1.0,1.0,0.0,1.0,1.0,-249478244.6300885
62 66,0,0,1,0,0,2,2
62 67,0,0,1,0,0,0,0
62 68,0,0,1,0,0,3,3
62 69,0.0,8666.0,1.0,0.0,1.0,0.0,-247627286.1508869
62 70,0,0,1,0,0,0,0
62 71,0,0,1,0,0,1,1
62 72,825,7,1,0,0,1,122.28736519425172
62 73,0.0,7806.0,1.0,0.0,1.0,0.0,-2208638208.6965666
62 74,0.0,7806.0,1.0,0.0,1.0,0.0,-2205033266.689911
62 75,0,0,1,0,0,0,0
62 76,0.0,1.0,1.0,0.0,0.0,3.0,3.2760631404363116
62 77,0.0,7343.0,1.0,0.0,1.0,1.0,-2562587142.9836645
62 78,0.0,7343.0,1.0,0.0,1.0,4.0,-2562019811.399446
62 79,0.0,7343.0,1.0,0.0,1.0,0.0,-2562570732.6104193
62 80,0.0,7343.0,1.0,0.0,1.0,0.0,-2562021779.1188188
62 81,0.0,7343.0,1.0,0.0,1.0,2.0,-2562622010.2503815
62 82,0.0,7343.0,1.0,0.0,1.0,1.0,-2561952016.451092
62 83,0.0,4357.0,1.0,0.0,1.0,0.0,-171269289130.7266
62 84,0.0,39324.0,1.0,0.0,1.0,0.0,-171694873974.6768
62 85,0.0,39324.0,1.0,0.0,1.0,2.0,-171694873973.89273
62 86,0.0,39324.0,1.0,0.0,1.0,2.0,-171694872879.81873
62 87,0.0,39324.0,1.0,0.0,1.0,0.0,-171694876881.87946
62 88,0.0,7069.0,1.0,0.0,1.0,1.0,-171610458308.16516
62 89,0.0,1316.0,1.0,0.0,1.0,0.0,-171690738446.49048
62 90,0.0,29158.0,1.0,0.0,1.0,0.0,-40636053447.89713
62 91,0.0,29158.0,1.0,0.0,1.0,3.0,-40636053530.49688
62 92,0.0,29158.0,1.0,0.0,1.0,1.0,-40636053436.666336
62 93,0.0,29158.0,1.0,0.0,1.0,0.0,-40636035565.819275
62 94,0.0,29158.0,1.0,0.0,1.0,0.0,-40635928201.449715
62 95,0.0,2837.0,1.0,0.0,1.0,0.0,-26542844.419332013
62 96,0.0,2837.0,1.0,0.0,1.0,0.0,-26599909.401274413
62 97,0.0,2837.0,1.0,0.0,1.0,0.0,-26655726.039388716
62 98,0.0,2837.0,1.0,0.0,1.0,0.0,-26656300.9202326
62 99,0.0,2837.0,1.0,0.0,1.0,2.0,-26656337.365010217
63 0,0.0,10749.0,1.0,0.0,1.0,0.0,-6133027484.657206
63 1,0.0,10749.0,1.0,0.0,1.0,1.0,-6133027484.079707
63 2,0.0,10749.0,1.0,0.0,1.0,1.0,-6133027482.064175
63 3,0.0,1.0,1.0,0.0,1.0,1.0,-6133027157.479907
63 4,0.0,2407.0,1.0,0.0,1.0,0.0,-529667451.71625775
63 5,0.0,16745.0,1.0,0.0,1.0,0.0,-529822687.8251674
63 6,0.0,16745.0,1.0,0.0,1.0,1.0,-530907007.2988007
63 7,0.0,1.0,1.0,0.0,1.0,1.0,-530906651.3169299
63 8,0.0,16745.0,1.0,0.0,1.0,2.0,-530906628.62269944
63 9,0.0,16745.0,1.0,0.0,1.0,1.0,-530906645.09374684
63 10,0.0,16745.0,1.0,0.0,1.0,4.0,-530906697.6193757
63 11,0.0,16745.0,1.0,0.0,1.0,0.0,-530906108.3341627
63 12,0.0,16745.0,1.0,0.0,1.0,2.0,-530906053.13851476
63 13,0.0,1.0,1.0,0.0,1.0,1.0,-530902084.87667
63 14,0.0,16745.0,1.0,0.0,1.0,0.0,-530902084.4429585
63 15,0.0,16745.0,1.0,0.0,1.0,1.0,-530902219.88992244
63 16,0,0,1,0,0,0,0
63 17,0,0,1,0,0,4,4
63 18,0,0,1,0,0,0,0
63 19,0,0,1,0,0,0,0
63 20,0.0,234.0,1.0,0.0,1.0,1.0,-164026858.84929183
63 21,0.0,234.0,1.0,0.0,1.0,1.0,-167955831.16807026
63 22,0.0,573.0,1.0,0.0,1.0,1.0,-163439022.25901914
63 23,0,0,1,0,0,0,0
63 24,0,0,1,0,0,1,1
63 25,0.0,14346.0,1.0,0.0,1.0,0.0,-1577383189.7056432
63 26,0.0,14346.0,1.0,0.0,1.0,0.0,-1577383189.7056432
63 27,0,0,1,0,0,0,0
63 28,0.0,14346.0,1.0,0.0,1.0,2.0,-1577385724.5679996
63 29,0.0,14346.0,1.0,0.0,1.0,3.0,-1577425970.562883
63 30,0.0,14346.0,1.0,0.0,1.0,0.0,-1577425980.7540817
63 31,0.0,14346.0,1.0,0.0,1.0,0.0,-1577425980.7540817
63 32,0.0,14346.0,1.0,0.0,1.0,0.0,-1577425741.287171
63 33,0.0,14346.0,1.0,0.0,1.0,1.0,-1577425972.562883
63 34,0.0,14346.0,1.0,0.0,1.0,1.0,-1577425971.6804101
63 35,0.0,14346.0,0.0,1.0,1.0,0.0,-1577420634.5759928
63 36,0.0,4098.0,0.0,1.0,1.0,0.0,-1546153642.7562778
63 37,0.0,31068.0,1.0,0.0,1.0,0.0,-35141358379.965416
63 38,0.0,1703.0,1.0,0.0,1.0,0.0,-1519448521.712511
63 39,0.0,9337.0,1.0,0.0,1.0,3.0,-438699997.01832557
63 40,0.0,9337.0,1.0,0.0,1.0,2.0,-438699998.01832557
63 41,0.0,9337.0,1.0,0.0,1.0,1.0,-438703667.9019749
63 42,0.0,36549.0,0.0,1.0,1.0,3.0,-200700282992.88437
63 43,0.0,36549.0,0.0,1.0,1.0,0.0,-201713378505.67142
63 44,0.0,36549.0,1.0,0.0,1.0,0.0,-201714488518.40125
63 45,0.0,36549.0,1.0,0.0,1.0,0.0,-201714493698.86722
63 46,0.0,36549.0,1.0,0.0,1.0,0.0,-201714505786.1641
63 47,0.0,36549.0,1.0,0.0,1.0,0.0,-201714505770.39282
63 48,0.0,36549.0,1.0,0.0,1.0,1.0,-201714505769.39282
63 49,0.0,36549.0,1.0,0.0,1.0,1.0,-201714505742.28116
63 50,0.0,1.0,1.0,0.0,1.0,2.0,-201714505757.8491
63 51,0.0,36549.0,1.0,0.0,1.0,1.0,-201714505742.28116
63 52,0.0,36549.0,1.0,0.0,1.0,0.0,-201714505759.84903
63 53,0.0,36549.0,1.0,0.0,1.0,1.0,-201714553755.0643
63 54,0.0,36549.0,1.0,0.0,1.0,5.0,-201714503200.15115
63 55,0.0,36549.0,1.0,0.0,1.0,0.0,-201714504784.5092
63 56,0.0,36549.0,1.0,0.0,1.0,0.0,-201680434826.10364
63 57,0.0,1.0,1.0,0.0,0.0,5.0,5.770443093320748
63 58,0.0,1.0,1.0,0.0,0.0,1.0,2.4159845045734083
63 59,0,0,1,0,0,1,1
63 60,0,0,1,0,0,0,0
63 61,0.0,8666.0,1.0,0.0,1.0,0.0,-249443267.1864
63 62,0,0,1,0,0,0,0
63 63,0,0,1,0,0,2,2
63 64,0.0,8666.0,1.0,0.0,1.0,0.0,-249484797.42945337
63 65,0.0,8666.0,1.0,0.0,1.0,1.0,-249549396.760369
